passengerCount,WIFIAPTag,slice10min
6.9,W3-3B-11<W3-3-28>,2016-09-25-15-4
8.2,W3-3B-11<W3-3-28>,2016-09-25-15-5
7.0,W3-3B-11<W3-3-28>,2016-09-25-16-0
6.2,W3-3B-11<W3-3-28>,2016-09-25-16-1
6.1,W3-3B-11<W3-3-28>,2016-09-25-16-2
6.6,W3-3B-11<W3-3-28>,2016-09-25-16-3
6.4,W3-3B-11<W3-3-28>,2016-09-25-16-4
5.8,W3-3B-11<W3-3-28>,2016-09-25-16-5
6.7,W3-3B-11<W3-3-28>,2016-09-25-17-0
6.7,W3-3B-11<W3-3-28>,2016-09-25-17-1
5.8,W3-3B-11<W3-3-28>,2016-09-25-17-2
6.0,W3-3B-11<W3-3-28>,2016-09-25-17-3
5.6,W3-3B-11<W3-3-28>,2016-09-25-17-4
4.9,W3-3B-11<W3-3-28>,2016-09-25-17-5
5.5,W3-3B-11<W3-3-28>,2016-09-25-18-0
5.4,W3-3B-11<W3-3-28>,2016-09-25-18-1
5.9,W3-3B-11<W3-3-28>,2016-09-25-18-2
6.3,W3-3B-11<W3-3-28>,2016-09-25-18-3
6.7,W3-3B-11<W3-3-28>,2016-09-25-18-4
7.4,W3-3B-11<W3-3-28>,2016-09-25-18-5
4.6,W3-3B-1<W3-3-18>,2016-09-25-15-0
5.5,W3-3B-1<W3-3-18>,2016-09-25-15-1
6.4,W3-3B-1<W3-3-18>,2016-09-25-15-2
7.3,W3-3B-1<W3-3-18>,2016-09-25-15-3
6.3,W3-3B-1<W3-3-18>,2016-09-25-15-4
6.2,W3-3B-1<W3-3-18>,2016-09-25-15-5
7.0,W3-3B-1<W3-3-18>,2016-09-25-16-0
7.0,W3-3B-1<W3-3-18>,2016-09-25-16-1
6.6,W3-3B-1<W3-3-18>,2016-09-25-16-2
5.9,W3-3B-1<W3-3-18>,2016-09-25-16-3
5.6,W3-3B-1<W3-3-18>,2016-09-25-16-4
6.5,W3-3B-1<W3-3-18>,2016-09-25-16-5
7.6,W3-3B-1<W3-3-18>,2016-09-25-17-0
7.3,W3-3B-1<W3-3-18>,2016-09-25-17-1
6.6,W3-3B-1<W3-3-18>,2016-09-25-17-2
6.3,W3-3B-1<W3-3-18>,2016-09-25-17-3
5.7,W3-3B-1<W3-3-18>,2016-09-25-17-4
5.6,W3-3B-1<W3-3-18>,2016-09-25-17-5
6.2,W3-3B-1<W3-3-18>,2016-09-25-18-0
6.4,W3-3B-1<W3-3-18>,2016-09-25-18-1
6.6,W3-3B-1<W3-3-18>,2016-09-25-18-2
6.9,W3-3B-1<W3-3-18>,2016-09-25-18-3
6.8,W3-3B-1<W3-3-18>,2016-09-25-18-4
8.5,W3-3B-1<W3-3-18>,2016-09-25-18-5
10.7,W3-3B-2<W3-3-19>,2016-09-25-15-0
10.9,W3-3B-2<W3-3-19>,2016-09-25-15-1
12.3,W3-3B-2<W3-3-19>,2016-09-25-15-2
13.2,W3-3B-2<W3-3-19>,2016-09-25-15-3
12.8,W3-3B-2<W3-3-19>,2016-09-25-15-4
12.3,W3-3B-2<W3-3-19>,2016-09-25-15-5
13.2,W3-3B-2<W3-3-19>,2016-09-25-16-0
13.8,W3-3B-2<W3-3-19>,2016-09-25-16-1
15.4,W3-3B-2<W3-3-19>,2016-09-25-16-2
15.6,W3-3B-2<W3-3-19>,2016-09-25-16-3
13.9,W3-3B-2<W3-3-19>,2016-09-25-16-4
12.9,W3-3B-2<W3-3-19>,2016-09-25-16-5
13.9,W3-3B-2<W3-3-19>,2016-09-25-17-0
12.9,W3-3B-2<W3-3-19>,2016-09-25-17-1
11.0,W3-3B-2<W3-3-19>,2016-09-25-17-2
10.8,W3-3B-2<W3-3-19>,2016-09-25-17-3
9.9,W3-3B-2<W3-3-19>,2016-09-25-17-4
9.6,W3-3B-2<W3-3-19>,2016-09-25-17-5
11.9,W3-3B-2<W3-3-19>,2016-09-25-18-0
13.8,W3-3B-2<W3-3-19>,2016-09-25-18-1
13.7,W3-3B-2<W3-3-19>,2016-09-25-18-2
11.5,W3-3B-2<W3-3-19>,2016-09-25-18-3
10.3,W3-3B-2<W3-3-19>,2016-09-25-18-4
11.3,W3-3B-2<W3-3-19>,2016-09-25-18-5
5.1,W3-3B-3<W3-3-20>,2016-09-25-15-0
4.5,W3-3B-3<W3-3-20>,2016-09-25-15-1
5.0,W3-3B-3<W3-3-20>,2016-09-25-15-2
5.8,W3-3B-3<W3-3-20>,2016-09-25-15-3
6.3,W3-3B-3<W3-3-20>,2016-09-25-15-4
6.9,W3-3B-3<W3-3-20>,2016-09-25-15-5
6.8,W3-3B-3<W3-3-20>,2016-09-25-16-0
6.3,W3-3B-3<W3-3-20>,2016-09-25-16-1
6.5,W3-3B-3<W3-3-20>,2016-09-25-16-2
6.0,W3-3B-3<W3-3-20>,2016-09-25-16-3
6.0,W3-3B-3<W3-3-20>,2016-09-25-16-4
6.0,W3-3B-3<W3-3-20>,2016-09-25-16-5
5.6,W3-3B-3<W3-3-20>,2016-09-25-17-0
4.6,W3-3B-3<W3-3-20>,2016-09-25-17-1
4.7,W3-3B-3<W3-3-20>,2016-09-25-17-2
4.6,W3-3B-3<W3-3-20>,2016-09-25-17-3
3.9,W3-3B-3<W3-3-20>,2016-09-25-17-4
4.2,W3-3B-3<W3-3-20>,2016-09-25-17-5
3.9,W3-3B-3<W3-3-20>,2016-09-25-18-0
4.5,W3-3B-3<W3-3-20>,2016-09-25-18-1
4.7,W3-3B-3<W3-3-20>,2016-09-25-18-2
4.5,W3-3B-3<W3-3-20>,2016-09-25-18-3
4.8,W3-3B-3<W3-3-20>,2016-09-25-18-4
5.2,W3-3B-3<W3-3-20>,2016-09-25-18-5
8.0,W3-3B-4<W3-3-21>,2016-09-25-15-0
7.7,W3-3B-4<W3-3-21>,2016-09-25-15-1
7.7,W3-3B-4<W3-3-21>,2016-09-25-15-2
7.7,W3-3B-4<W3-3-21>,2016-09-25-15-3
8.9,W3-3B-4<W3-3-21>,2016-09-25-15-4
8.9,W3-3B-4<W3-3-21>,2016-09-25-15-5
8.1,W3-3B-4<W3-3-21>,2016-09-25-16-0
8.1,W3-3B-4<W3-3-21>,2016-09-25-16-1
8.3,W3-3B-4<W3-3-21>,2016-09-25-16-2
8.7,W3-3B-4<W3-3-21>,2016-09-25-16-3
8.6,W3-3B-4<W3-3-21>,2016-09-25-16-4
9.2,W3-3B-4<W3-3-21>,2016-09-25-16-5
7.8,W3-3B-4<W3-3-21>,2016-09-25-17-0
5.6,W3-3B-4<W3-3-21>,2016-09-25-17-1
5.4,W3-3B-4<W3-3-21>,2016-09-25-17-2
5.0,W3-3B-4<W3-3-21>,2016-09-25-17-3
5.3,W3-3B-4<W3-3-21>,2016-09-25-17-4
5.5,W3-3B-4<W3-3-21>,2016-09-25-17-5
6.7,W3-3B-4<W3-3-21>,2016-09-25-18-0
6.4,W3-3B-4<W3-3-21>,2016-09-25-18-1
6.3,W3-3B-4<W3-3-21>,2016-09-25-18-2
6.4,W3-3B-4<W3-3-21>,2016-09-25-18-3
7.0,W3-3B-4<W3-3-21>,2016-09-25-18-4
8.2,W3-3B-4<W3-3-21>,2016-09-25-18-5
9.3,W3-3B-5<W3-3-22>,2016-09-25-15-0
8.1,W3-3B-5<W3-3-22>,2016-09-25-15-1
7.8,W3-3B-5<W3-3-22>,2016-09-25-15-2
8.9,W3-3B-5<W3-3-22>,2016-09-25-15-3
11.1,W3-3B-5<W3-3-22>,2016-09-25-15-4
12.7,W3-3B-5<W3-3-22>,2016-09-25-15-5
13.7,W3-3B-5<W3-3-22>,2016-09-25-16-0
11.7,W3-3B-5<W3-3-22>,2016-09-25-16-1
12.1,W3-3B-5<W3-3-22>,2016-09-25-16-2
12.3,W3-3B-5<W3-3-22>,2016-09-25-16-3
13.1,W3-3B-5<W3-3-22>,2016-09-25-16-4
12.6,W3-3B-5<W3-3-22>,2016-09-25-16-5
12.6,W3-3B-5<W3-3-22>,2016-09-25-17-0
11.1,W3-3B-5<W3-3-22>,2016-09-25-17-1
9.5,W3-3B-5<W3-3-22>,2016-09-25-17-2
8.2,W3-3B-5<W3-3-22>,2016-09-25-17-3
7.2,W3-3B-5<W3-3-22>,2016-09-25-17-4
7.1,W3-3B-5<W3-3-22>,2016-09-25-17-5
6.9,W3-3B-5<W3-3-22>,2016-09-25-18-0
6.8,W3-3B-5<W3-3-22>,2016-09-25-18-1
8.1,W3-3B-5<W3-3-22>,2016-09-25-18-2
8.9,W3-3B-5<W3-3-22>,2016-09-25-18-3
9.4,W3-3B-5<W3-3-22>,2016-09-25-18-4
10.9,W3-3B-5<W3-3-22>,2016-09-25-18-5
5.8,W3-3B-6<W3-3-23>,2016-09-25-15-0
6.2,W3-3B-6<W3-3-23>,2016-09-25-15-1
7.5,W3-3B-6<W3-3-23>,2016-09-25-15-2
8.6,W3-3B-6<W3-3-23>,2016-09-25-15-3
8.6,W3-3B-6<W3-3-23>,2016-09-25-15-4
8.7,W3-3B-6<W3-3-23>,2016-09-25-15-5
9.2,W3-3B-6<W3-3-23>,2016-09-25-16-0
10.2,W3-3B-6<W3-3-23>,2016-09-25-16-1
9.7,W3-3B-6<W3-3-23>,2016-09-25-16-2
9.5,W3-3B-6<W3-3-23>,2016-09-25-16-3
8.6,W3-3B-6<W3-3-23>,2016-09-25-16-4
9.7,W3-3B-6<W3-3-23>,2016-09-25-16-5
9.7,W3-3B-6<W3-3-23>,2016-09-25-17-0
8.6,W3-3B-6<W3-3-23>,2016-09-25-17-1
8.6,W3-3B-6<W3-3-23>,2016-09-25-17-2
8.0,W3-3B-6<W3-3-23>,2016-09-25-17-3
8.6,W3-3B-6<W3-3-23>,2016-09-25-17-4
9.0,W3-3B-6<W3-3-23>,2016-09-25-17-5
9.0,W3-3B-6<W3-3-23>,2016-09-25-18-0
9.7,W3-3B-6<W3-3-23>,2016-09-25-18-1
10.7,W3-3B-6<W3-3-23>,2016-09-25-18-2
9.2,W3-3B-6<W3-3-23>,2016-09-25-18-3
8.5,W3-3B-6<W3-3-23>,2016-09-25-18-4
9.9,W3-3B-6<W3-3-23>,2016-09-25-18-5
3.1,W3-3B-7<W3-3-24>,2016-09-25-15-0
2.5,W3-3B-7<W3-3-24>,2016-09-25-15-1
2.6,W3-3B-7<W3-3-24>,2016-09-25-15-2
3.1,W3-3B-7<W3-3-24>,2016-09-25-15-3
3.5,W3-3B-7<W3-3-24>,2016-09-25-15-4
3.9,W3-3B-7<W3-3-24>,2016-09-25-15-5
3.5,W3-3B-7<W3-3-24>,2016-09-25-16-0
3.4,W3-3B-7<W3-3-24>,2016-09-25-16-1
3.7,W3-3B-7<W3-3-24>,2016-09-25-16-2
3.4,W3-3B-7<W3-3-24>,2016-09-25-16-3
3.7,W3-3B-7<W3-3-24>,2016-09-25-16-4
4.1,W3-3B-7<W3-3-24>,2016-09-25-16-5
4.0,W3-3B-7<W3-3-24>,2016-09-25-17-0
3.9,W3-3B-7<W3-3-24>,2016-09-25-17-1
3.2,W3-3B-7<W3-3-24>,2016-09-25-17-2
2.8,W3-3B-7<W3-3-24>,2016-09-25-17-3
2.8,W3-3B-7<W3-3-24>,2016-09-25-17-4
2.7,W3-3B-7<W3-3-24>,2016-09-25-17-5
2.3,W3-3B-7<W3-3-24>,2016-09-25-18-0
2.7,W3-3B-7<W3-3-24>,2016-09-25-18-1
3.4,W3-3B-7<W3-3-24>,2016-09-25-18-2
3.3,W3-3B-7<W3-3-24>,2016-09-25-18-3
3.3,W3-3B-7<W3-3-24>,2016-09-25-18-4
3.7,W3-3B-7<W3-3-24>,2016-09-25-18-5
11.0,W3-3B-8<W3-3-25>,2016-09-25-15-0
6.5,W3-3B-8<W3-3-25>,2016-09-25-15-1
5.6,W3-3B-8<W3-3-25>,2016-09-25-15-2
6.8,W3-3B-8<W3-3-25>,2016-09-25-15-3
7.7,W3-3B-8<W3-3-25>,2016-09-25-15-4
8.9,W3-3B-8<W3-3-25>,2016-09-25-15-5
9.5,W3-3B-8<W3-3-25>,2016-09-25-16-0
9.5,W3-3B-8<W3-3-25>,2016-09-25-16-1
10.5,W3-3B-8<W3-3-25>,2016-09-25-16-2
11.8,W3-3B-8<W3-3-25>,2016-09-25-16-3
9.2,W3-3B-8<W3-3-25>,2016-09-25-16-4
9.7,W3-3B-8<W3-3-25>,2016-09-25-16-5
11.0,W3-3B-8<W3-3-25>,2016-09-25-17-0
10.8,W3-3B-8<W3-3-25>,2016-09-25-17-1
11.1,W3-3B-8<W3-3-25>,2016-09-25-17-2
9.8,W3-3B-8<W3-3-25>,2016-09-25-17-3
9.4,W3-3B-8<W3-3-25>,2016-09-25-17-4
8.0,W3-3B-8<W3-3-25>,2016-09-25-17-5
7.8,W3-3B-8<W3-3-25>,2016-09-25-18-0
7.8,W3-3B-8<W3-3-25>,2016-09-25-18-1
7.9,W3-3B-8<W3-3-25>,2016-09-25-18-2
9.1,W3-3B-8<W3-3-25>,2016-09-25-18-3
8.4,W3-3B-8<W3-3-25>,2016-09-25-18-4
10.6,W3-3B-8<W3-3-25>,2016-09-25-18-5
6.0,W3-3B-9<W3-3-26>,2016-09-25-15-0
4.7,W3-3B-9<W3-3-26>,2016-09-25-15-1
5.2,W3-3B-9<W3-3-26>,2016-09-25-15-2
7.3,W3-3B-9<W3-3-26>,2016-09-25-15-3
8.5,W3-3B-9<W3-3-26>,2016-09-25-15-4
8.5,W3-3B-9<W3-3-26>,2016-09-25-15-5
8.4,W3-3B-9<W3-3-26>,2016-09-25-16-0
8.9,W3-3B-9<W3-3-26>,2016-09-25-16-1
8.6,W3-3B-9<W3-3-26>,2016-09-25-16-2
8.8,W3-3B-9<W3-3-26>,2016-09-25-16-3
7.4,W3-3B-9<W3-3-26>,2016-09-25-16-4
7.3,W3-3B-9<W3-3-26>,2016-09-25-16-5
7.9,W3-3B-9<W3-3-26>,2016-09-25-17-0
7.9,W3-3B-9<W3-3-26>,2016-09-25-17-1
7.5,W3-3B-9<W3-3-26>,2016-09-25-17-2
6.3,W3-3B-9<W3-3-26>,2016-09-25-17-3
5.4,W3-3B-9<W3-3-26>,2016-09-25-17-4
4.6,W3-3B-9<W3-3-26>,2016-09-25-17-5
4.1,W3-3B-9<W3-3-26>,2016-09-25-18-0
5.0,W3-3B-9<W3-3-26>,2016-09-25-18-1
6.0,W3-3B-9<W3-3-26>,2016-09-25-18-2
6.1,W3-3B-9<W3-3-26>,2016-09-25-18-3
7.4,W3-3B-9<W3-3-26>,2016-09-25-18-4
8.9,W3-3B-9<W3-3-26>,2016-09-25-18-5
0.0,WC-1A<WC-1A-01>,2016-09-25-15-0
0.1,WC-1A<WC-1A-01>,2016-09-25-15-1
0.0,WC-1A<WC-1A-01>,2016-09-25-15-2
0.1,WC-1A<WC-1A-01>,2016-09-25-15-3
0.1,WC-1A<WC-1A-01>,2016-09-25-15-4
0.1,WC-1A<WC-1A-01>,2016-09-25-15-5
0.1,WC-1A<WC-1A-01>,2016-09-25-16-0
0.2,WC-1A<WC-1A-01>,2016-09-25-16-1
0.2,WC-1A<WC-1A-01>,2016-09-25-16-2
0.3,WC-1A<WC-1A-01>,2016-09-25-16-3
0.2,WC-1A<WC-1A-01>,2016-09-25-16-4
0.2,WC-1A<WC-1A-01>,2016-09-25-16-5
0.1,WC-1A<WC-1A-01>,2016-09-25-17-0
0.0,WC-1A<WC-1A-01>,2016-09-25-17-1
0.1,WC-1A<WC-1A-01>,2016-09-25-17-2
0.1,WC-1A<WC-1A-01>,2016-09-25-17-3
0.1,WC-1A<WC-1A-01>,2016-09-25-17-4
0.0,WC-1A<WC-1A-01>,2016-09-25-17-5
0.1,WC-1A<WC-1A-01>,2016-09-25-18-0
0.1,WC-1A<WC-1A-01>,2016-09-25-18-1
0.1,WC-1A<WC-1A-01>,2016-09-25-18-2
0.1,WC-1A<WC-1A-01>,2016-09-25-18-3
0.1,WC-1A<WC-1A-01>,2016-09-25-18-4
0.2,WC-1A<WC-1A-01>,2016-09-25-18-5
0.2,WC-1A<WC-1A-02>,2016-09-25-15-0
0.2,WC-1A<WC-1A-02>,2016-09-25-15-1
0.2,WC-1A<WC-1A-02>,2016-09-25-15-2
0.3,WC-1A<WC-1A-02>,2016-09-25-15-3
0.2,WC-1A<WC-1A-02>,2016-09-25-15-4
0.2,WC-1A<WC-1A-02>,2016-09-25-15-5
0.2,WC-1A<WC-1A-02>,2016-09-25-16-0
0.3,WC-1A<WC-1A-02>,2016-09-25-16-1
0.2,WC-1A<WC-1A-02>,2016-09-25-16-2
0.2,WC-1A<WC-1A-02>,2016-09-25-16-3
0.1,WC-1A<WC-1A-02>,2016-09-25-16-4
0.1,WC-1A<WC-1A-02>,2016-09-25-16-5
0.1,WC-1A<WC-1A-02>,2016-09-25-17-0
0.1,WC-1A<WC-1A-02>,2016-09-25-17-1
0.1,WC-1A<WC-1A-02>,2016-09-25-17-2
0.0,WC-1A<WC-1A-02>,2016-09-25-17-3
0.1,WC-1A<WC-1A-02>,2016-09-25-17-4
0.2,WC-1A<WC-1A-02>,2016-09-25-17-5
0.1,WC-1A<WC-1A-02>,2016-09-25-18-0
0.1,WC-1A<WC-1A-02>,2016-09-25-18-1
0.1,WC-1A<WC-1A-02>,2016-09-25-18-2
0.1,WC-1A<WC-1A-02>,2016-09-25-18-3
0.2,WC-1A<WC-1A-02>,2016-09-25-18-4
0.0,WC-1A<WC-1A-02>,2016-09-25-18-5
0.8,WC-1A<WC-1A-03>,2016-09-25-15-0
0.8,WC-1A<WC-1A-03>,2016-09-25-15-1
0.8,WC-1A<WC-1A-03>,2016-09-25-15-2
1.1,WC-1A<WC-1A-03>,2016-09-25-15-3
1.2,WC-1A<WC-1A-03>,2016-09-25-15-4
1.1,WC-1A<WC-1A-03>,2016-09-25-15-5
1.1,WC-1A<WC-1A-03>,2016-09-25-16-0
1.4,WC-1A<WC-1A-03>,2016-09-25-16-1
1.2,WC-1A<WC-1A-03>,2016-09-25-16-2
1.0,WC-1A<WC-1A-03>,2016-09-25-16-3
1.0,WC-1A<WC-1A-03>,2016-09-25-16-4
0.8,WC-1A<WC-1A-03>,2016-09-25-16-5
0.8,WC-1A<WC-1A-03>,2016-09-25-17-0
0.6,WC-1A<WC-1A-03>,2016-09-25-17-1
0.7,WC-1A<WC-1A-03>,2016-09-25-17-2
0.6,WC-1A<WC-1A-03>,2016-09-25-17-3
0.5,WC-1A<WC-1A-03>,2016-09-25-17-4
0.6,WC-1A<WC-1A-03>,2016-09-25-17-5
0.8,WC-1A<WC-1A-03>,2016-09-25-18-0
0.8,WC-1A<WC-1A-03>,2016-09-25-18-1
0.8,WC-1A<WC-1A-03>,2016-09-25-18-2
0.8,WC-1A<WC-1A-03>,2016-09-25-18-3
0.8,WC-1A<WC-1A-03>,2016-09-25-18-4
0.9,WC-1A<WC-1A-03>,2016-09-25-18-5
0.1,WC-1A<WC-1A-04>,2016-09-25-15-0
0.1,WC-1A<WC-1A-04>,2016-09-25-15-1
0.1,WC-1A<WC-1A-04>,2016-09-25-15-2
0.1,WC-1A<WC-1A-04>,2016-09-25-15-3
0.1,WC-1A<WC-1A-04>,2016-09-25-15-4
0.0,WC-1A<WC-1A-04>,2016-09-25-15-5
0.1,WC-1A<WC-1A-04>,2016-09-25-16-0
0.2,WC-1A<WC-1A-04>,2016-09-25-16-1
0.2,WC-1A<WC-1A-04>,2016-09-25-16-2
0.1,WC-1A<WC-1A-04>,2016-09-25-16-3
0.1,WC-1A<WC-1A-04>,2016-09-25-16-4
0.2,WC-1A<WC-1A-04>,2016-09-25-16-5
0.2,WC-1A<WC-1A-04>,2016-09-25-17-0
0.2,WC-1A<WC-1A-04>,2016-09-25-17-1
0.2,WC-1A<WC-1A-04>,2016-09-25-17-2
0.3,WC-1A<WC-1A-04>,2016-09-25-17-3
0.2,WC-1A<WC-1A-04>,2016-09-25-17-4
0.3,WC-1A<WC-1A-04>,2016-09-25-17-5
0.2,WC-1A<WC-1A-04>,2016-09-25-18-0
0.2,WC-1A<WC-1A-04>,2016-09-25-18-1
0.2,WC-1A<WC-1A-04>,2016-09-25-18-2
0.3,WC-1A<WC-1A-04>,2016-09-25-18-3
0.2,WC-1A<WC-1A-04>,2016-09-25-18-4
0.4,WC-1A<WC-1A-04>,2016-09-25-18-5
1.3,WC-1A<WC-1A-05>,2016-09-25-15-0
1.1,WC-1A<WC-1A-05>,2016-09-25-15-1
1.1,WC-1A<WC-1A-05>,2016-09-25-15-2
1.0,WC-1A<WC-1A-05>,2016-09-25-15-3
0.9,WC-1A<WC-1A-05>,2016-09-25-15-4
0.8,WC-1A<WC-1A-05>,2016-09-25-15-5
0.9,WC-1A<WC-1A-05>,2016-09-25-16-0
1.0,WC-1A<WC-1A-05>,2016-09-25-16-1
0.9,WC-1A<WC-1A-05>,2016-09-25-16-2
1.1,WC-1A<WC-1A-05>,2016-09-25-16-3
1.0,WC-1A<WC-1A-05>,2016-09-25-16-4
1.1,WC-1A<WC-1A-05>,2016-09-25-16-5
1.0,WC-1A<WC-1A-05>,2016-09-25-17-0
1.0,WC-1A<WC-1A-05>,2016-09-25-17-1
0.9,WC-1A<WC-1A-05>,2016-09-25-17-2
1.1,WC-1A<WC-1A-05>,2016-09-25-17-3
1.0,WC-1A<WC-1A-05>,2016-09-25-17-4
1.1,WC-1A<WC-1A-05>,2016-09-25-17-5
1.1,WC-1A<WC-1A-05>,2016-09-25-18-0
1.1,WC-1A<WC-1A-05>,2016-09-25-18-1
1.0,WC-1A<WC-1A-05>,2016-09-25-18-2
0.7,WC-1A<WC-1A-05>,2016-09-25-18-3
0.7,WC-1A<WC-1A-05>,2016-09-25-18-4
0.8,WC-1A<WC-1A-05>,2016-09-25-18-5
1.6,WC-1A<WC-1A-06>,2016-09-25-15-0
1.5,WC-1A<WC-1A-06>,2016-09-25-15-1
1.7,WC-1A<WC-1A-06>,2016-09-25-15-2
1.4,WC-1A<WC-1A-06>,2016-09-25-15-3
1.6,WC-1A<WC-1A-06>,2016-09-25-15-4
1.8,WC-1A<WC-1A-06>,2016-09-25-15-5
1.7,WC-1A<WC-1A-06>,2016-09-25-16-0
1.3,WC-1A<WC-1A-06>,2016-09-25-16-1
0.9,WC-1A<WC-1A-06>,2016-09-25-16-2
1.0,WC-1A<WC-1A-06>,2016-09-25-16-3
1.1,WC-1A<WC-1A-06>,2016-09-25-16-4
1.1,WC-1A<WC-1A-06>,2016-09-25-16-5
1.2,WC-1A<WC-1A-06>,2016-09-25-17-0
1.0,WC-1A<WC-1A-06>,2016-09-25-17-1
1.0,WC-1A<WC-1A-06>,2016-09-25-17-2
1.3,WC-1A<WC-1A-06>,2016-09-25-17-3
1.5,WC-1A<WC-1A-06>,2016-09-25-17-4
1.5,WC-1A<WC-1A-06>,2016-09-25-17-5
1.6,WC-1A<WC-1A-06>,2016-09-25-18-0
1.5,WC-1A<WC-1A-06>,2016-09-25-18-1
1.7,WC-1A<WC-1A-06>,2016-09-25-18-2
1.4,WC-1A<WC-1A-06>,2016-09-25-18-3
1.6,WC-1A<WC-1A-06>,2016-09-25-18-4
1.4,WC-1A<WC-1A-06>,2016-09-25-18-5
0.2,WC-1A<WC-1A-07>,2016-09-25-15-0
0.1,WC-1A<WC-1A-07>,2016-09-25-15-1
0.3,WC-1A<WC-1A-07>,2016-09-25-15-2
0.3,WC-1A<WC-1A-07>,2016-09-25-15-3
0.4,WC-1A<WC-1A-07>,2016-09-25-15-4
0.4,WC-1A<WC-1A-07>,2016-09-25-15-5
0.5,WC-1A<WC-1A-07>,2016-09-25-16-0
0.3,WC-1A<WC-1A-07>,2016-09-25-16-1
0.5,WC-1A<WC-1A-07>,2016-09-25-16-2
0.4,WC-1A<WC-1A-07>,2016-09-25-16-3
0.5,WC-1A<WC-1A-07>,2016-09-25-16-4
0.3,WC-1A<WC-1A-07>,2016-09-25-16-5
0.3,WC-1A<WC-1A-07>,2016-09-25-17-0
0.3,WC-1A<WC-1A-07>,2016-09-25-17-1
0.3,WC-1A<WC-1A-07>,2016-09-25-17-2
0.4,WC-1A<WC-1A-07>,2016-09-25-17-3
0.5,WC-1A<WC-1A-07>,2016-09-25-17-4
0.1,WC-1A<WC-1A-07>,2016-09-25-17-5
0.1,WC-1A<WC-1A-07>,2016-09-25-18-0
0.2,WC-1A<WC-1A-07>,2016-09-25-18-1
0.2,WC-1A<WC-1A-07>,2016-09-25-18-2
0.1,WC-1A<WC-1A-07>,2016-09-25-18-3
0.2,WC-1A<WC-1A-07>,2016-09-25-18-4
0.2,WC-1A<WC-1A-07>,2016-09-25-18-5
0.6,WC-1A<WC-1A-08>,2016-09-25-15-0
0.6,WC-1A<WC-1A-08>,2016-09-25-15-1
0.6,WC-1A<WC-1A-08>,2016-09-25-15-2
0.6,WC-1A<WC-1A-08>,2016-09-25-15-3
0.6,WC-1A<WC-1A-08>,2016-09-25-15-4
0.9,WC-1A<WC-1A-08>,2016-09-25-15-5
0.9,WC-1A<WC-1A-08>,2016-09-25-16-0
0.6,WC-1A<WC-1A-08>,2016-09-25-16-1
0.6,WC-1A<WC-1A-08>,2016-09-25-16-2
0.4,WC-1A<WC-1A-08>,2016-09-25-16-3
0.4,WC-1A<WC-1A-08>,2016-09-25-16-4
0.3,WC-1A<WC-1A-08>,2016-09-25-16-5
0.5,WC-1A<WC-1A-08>,2016-09-25-17-0
0.5,WC-1A<WC-1A-08>,2016-09-25-17-1
0.4,WC-1A<WC-1A-08>,2016-09-25-17-2
0.2,WC-1A<WC-1A-08>,2016-09-25-17-3
0.2,WC-1A<WC-1A-08>,2016-09-25-17-4
0.1,WC-1A<WC-1A-08>,2016-09-25-17-5
0.1,WC-1A<WC-1A-08>,2016-09-25-18-0
0.2,WC-1A<WC-1A-08>,2016-09-25-18-1
0.2,WC-1A<WC-1A-08>,2016-09-25-18-2
0.2,WC-1A<WC-1A-08>,2016-09-25-18-3
0.3,WC-1A<WC-1A-08>,2016-09-25-18-4
0.2,WC-1A<WC-1A-08>,2016-09-25-18-5
0.7,WC-1A<WC-1A-09>,2016-09-25-15-0
0.8,WC-1A<WC-1A-09>,2016-09-25-15-1
0.7,WC-1A<WC-1A-09>,2016-09-25-15-2
0.7,WC-1A<WC-1A-09>,2016-09-25-15-3
0.7,WC-1A<WC-1A-09>,2016-09-25-15-4
0.6,WC-1A<WC-1A-09>,2016-09-25-15-5
0.7,WC-1A<WC-1A-09>,2016-09-25-16-0
0.6,WC-1A<WC-1A-09>,2016-09-25-16-1
0.5,WC-1A<WC-1A-09>,2016-09-25-16-2
0.4,WC-1A<WC-1A-09>,2016-09-25-16-3
0.5,WC-1A<WC-1A-09>,2016-09-25-16-4
0.3,WC-1A<WC-1A-09>,2016-09-25-16-5
0.3,WC-1A<WC-1A-09>,2016-09-25-17-0
0.2,WC-1A<WC-1A-09>,2016-09-25-17-1
0.3,WC-1A<WC-1A-09>,2016-09-25-17-2
0.2,WC-1A<WC-1A-09>,2016-09-25-17-3
0.3,WC-1A<WC-1A-09>,2016-09-25-17-4
0.5,WC-1A<WC-1A-09>,2016-09-25-17-5
0.4,WC-1A<WC-1A-09>,2016-09-25-18-0
0.1,WC-1A<WC-1A-09>,2016-09-25-18-1
0.3,WC-1A<WC-1A-09>,2016-09-25-18-2
0.3,WC-1A<WC-1A-09>,2016-09-25-18-3
0.3,WC-1A<WC-1A-09>,2016-09-25-18-4
0.3,WC-1A<WC-1A-09>,2016-09-25-18-5
0.3,WC-1A<WC-1A-10>,2016-09-25-15-0
0.3,WC-1A<WC-1A-10>,2016-09-25-15-1
0.5,WC-1A<WC-1A-10>,2016-09-25-15-2
0.6,WC-1A<WC-1A-10>,2016-09-25-15-3
0.6,WC-1A<WC-1A-10>,2016-09-25-15-4
0.5,WC-1A<WC-1A-10>,2016-09-25-15-5
